F_CODE;GLOBALID;GLOBALID_ALT
2701;{367563C0-460D-4487-8FF5-5CEEFC4F831D};{5B3E59C5-5B1A-4ED4-87A5-481A7500F598}
2701;{EC83D8F3-52B7-4C9A-A7D5-10E2B65B39ED};{A14DEF4F-B2BD-4FE3-A432-E8AA50F7A5A6}
2701;{9AC248E9-4128-45AD-B8BE-505CEE824C8D};{3DF517D1-A6F6-416E-8E46-CA19CE20AE3D}
2701;{1716C94C-099D-4D53-8FC1-65DA9F7F5928};{78A331A0-DF35-4146-BBAA-9786C3AC8F66}
2701;{EB7761C0-9E88-4F67-956F-DF921B44775A};{975D5837-7A08-4671-85D1-89F74F9DB34B}
2701;{49D03158-0465-4788-9EFA-2BF0508A2EBB};{D2AEB420-1B80-400E-9969-D24843BB034A}
2701;{51B7C538-E4A7-4E5C-9DC1-0C67B988B8C5};{17735D88-A253-4D54-9B0E-43AA42A2E226}
2701;{8C83D986-2307-4AB9-A074-4E3B656D6646};{CBB001DD-2620-4BAF-9ED4-72AD103A0578}
2701;{AA34BB30-42D5-4D44-8844-B45F7812DBCF};{02260AB1-E630-4B3D-BDC3-0773376005D0}
2701;{CDEFD314-D044-4F2A-ADD9-B4861247FB59};{5116F5C2-6CF8-479D-A430-15BCF2CFFDA0}
2701;{DF4AEAF7-91D6-4379-B534-A9FAA6F6E366};{A2796373-DC54-4E5A-BBC6-51632D7D5924}
2701;{5C247F74-6BB5-40DC-9349-A36CE514774E};{80227EE9-A656-450F-84D5-7BB79BFC97A3}
2701;{3D892AF7-6480-430E-944E-B1F72E870A6C};{14278BD3-5A66-4B06-9CF4-4FBFBDBB88E7}
2701;{977C6F58-8AD8-4710-8E3E-4A95F5585B80};{3D281CB4-0AE9-4B82-B4D4-2DC39BB64897}
2701;{69A07B8E-1529-4858-9991-C32A9777D335};{96A9E39B-A854-498A-B53C-FDF024AB4D1F}
2701;{D5305B05-6444-42FC-A70F-F34E77602D66};{DB61305D-B850-4A26-A3E0-1C4D1CE6C2DD}
2701;{4F751DCD-C7B6-4478-A8FB-30B579B1D3EF};{E7FD801F-4D36-4C9B-A100-50A0D0F0D6C2}
2701;{1DB36D2D-C65A-4996-A797-7EDAB78EB7FC};{12B4D48D-0925-47B0-BE0F-836F96B14707}
2701;{71D4B1C5-920A-4232-8E3E-5682AC4363E4};{6C4FEE3D-EEA1-4A8D-B94B-A3191F59F258}
2701;{EE9100A4-F646-4DDC-956B-9F0CBAFD23D8};{24AEF51C-C087-4CD2-9FF8-D5BF6799185F}
2701;{FDDB0C3E-B5E0-4D89-ADE1-F697AE6A3536};{529AC88A-2976-4D13-A7B0-1C238E71228B}
2701;{7B079C1A-2ED1-4F6C-A4F6-2A4F88FD6D08};{7D38E178-8028-4505-B378-8BB4F64F6D4D}
2701;{49FC033E-7FD3-4421-BCC6-2453EDDEF5E0};{9FBB7E76-F713-438F-99DD-CB7784A09539}
2701;{2DB79EAD-D0C3-4BCE-B15B-4DA58D829080};{05D37614-8D76-451F-8D74-8D38F1E3348C}
2701;{545F3432-8FBA-4ACF-9E5D-14ED4DF3015B};{64D9EBE5-0468-4F74-AD41-59DD56D5E4D7}
2701;{2B65F0FB-E642-4C52-826C-FC6C6C777E4E};{16E24B0C-6A89-4E56-8E2F-A24F7F8D5BB7}
2701;{1F7EC4CF-6A27-42E3-9F25-53A91F58E57F};{06EF9ADA-F716-4C29-B5C9-83644F82D738}
2701;{098F9264-247A-42A6-ABE9-1534235D4E5C};{929FE970-EA25-4244-862E-F9A7ABC02800}
2701;{FB8CEEFE-5FFC-4AD8-AD21-61C6564D71A2};{928B7BC7-63D1-45F0-8C70-D4DB1FE2AB43}
2701;{D0A39B99-F6AD-48C4-BD84-990C5F413A3B};{D57FD27F-3D30-4DA1-9228-1026313003F6}
2701;{DB3B0B3B-3ED7-4354-8B5C-3888D14839D0};{EFB30E18-96AF-43E6-91D7-319BD9791F49}
2701;{D784BE0F-47FA-472F-89F7-E59F7F78E5D5};{0D5AD2D8-F71B-43DB-968C-5A5B7A9943FE}
2701;{808DC0B6-3680-468C-AE73-5744A503BE52};{53872E83-887F-44F2-9440-A88EB2F086A3}
2701;{1D0C6E37-AF4E-4766-AF01-7F666E1A8269};{2E6F30DC-4E70-4D3F-86FE-BAC1C3E56511}
2701;{F202DB00-7C97-4D39-A809-B67C5CF736A6};{2AD19243-17AE-499C-B37C-E6CF0894AF28}
2701;{EFAFABAD-4F9C-471A-8357-07D714419395};{9E7D7827-2A24-4BEA-87C8-278DD7EA99C6}
2701;{54C7C947-69BF-486F-A0D1-6A7A12D6EC56};{C4C7B9A4-D89A-4438-AAD7-BCDA81D70546}
2701;{B6AC9264-6186-4273-B3F6-50FFDFDC7458};{804823D7-5F47-4FB2-A268-0DC6979AFB9C}
2701;{F4A26B66-5F8B-4162-8B38-65483BAC7191};{28F57EDE-A416-4D8B-907D-26886BE2A0EF}
2701;{39B1B8E0-C42E-4150-A459-D9FD3436B779};{6871BBEF-1891-4310-96F6-DD2B6830748B}
2701;{8B638B1C-DAAB-4D13-9FA2-672F3CDBE920};{6BEF5F44-FF2B-4157-8C17-827233B21638}
2701;{A1E122C9-8F61-4211-9C4E-779018564AA2};{E15C1D5E-B429-4CDC-B3FD-3DABD51E9EAD}
2701;{44768E41-91E5-4113-86F3-868B556B078A};{0766B026-A87C-4B49-804E-28149D7C29D3}
2701;{5425218B-5345-47D6-8E79-35C1F8E40429};{4E56623F-30FD-458D-BB4F-76FE5ED351AC}
2701;{C3E3252D-B1A2-4B24-B682-D0872B8B437B};{1265C5BC-73AE-426D-9D70-11638B22A82E}
2701;{5413C9B6-0C6B-4D9D-82F7-7EE06E8860FA};{684D4091-F1B4-4F9C-86AC-E44C05C8DB2B}
2701;{CF13D6EA-B1EF-40B2-96EB-34637F397FA2};{EDF6CA39-8A7E-47C5-96DE-F09C68D56DFA}
2701;{469C58D4-3953-40E1-B602-EC029AD76D6B};{41130073-3E2F-4C6B-8C30-5D3DA5031655}
2701;{DCD29458-4BA1-4810-871B-8097BB8258EB};{8657D1E3-233B-47AC-9F4D-26050DA85030}
2701;{8F574654-ED1F-4AF1-879E-F0DF9DD49E9B};{0BAA2C6B-548A-4783-AA5E-5BB97FA19585}
2701;{0D987EB4-9B4B-41F3-8332-0556238B7A1C};{CBD065FF-0AA2-491A-9582-AE8C9C721C07}
2701;{A94053B4-3306-4569-A615-83E86D529423};{65E1198E-8798-4326-9312-43F843698352}
2701;{98CB060A-FC50-40E8-ACA7-540D1F360F46};{82D2F454-7921-40E2-B334-9B452C0E910A}
2701;{22CCE7EB-1663-4AE5-9ABE-D08F72B31181};{33BB4867-C52B-4F4A-B35C-D449CCB8033B}
2701;{C254DA0E-F587-4CA1-8DA5-6860C10EA88E};{B4575410-8985-48C1-B730-B46EF0E988D4}
2701;{851ED8C8-82E9-43CB-974D-CE2339147B3B};{8F062E2E-79CC-4358-913E-F4CB4AA622A8}
2701;{C9A9EA23-93E9-4A26-A1FC-3BBC0A7441F4};{44A8BBD4-DD05-48BF-9759-FE509418DC40}
2701;{E1B3A1D9-CF64-41F1-B410-DA093654474F};{4188B1CE-64E9-43F2-83D4-E496DB0C9A3C}
2701;{BBEA0BCA-6246-4BC1-B269-A551E09A3B79};{1792C6E4-1BB9-4F1E-8DB0-4BEBF0D1AB5E}
2701;{FA10D7FC-B40F-4F0B-B6F8-5F25ED4D9B20};{F7B47CD0-88E9-44F1-B2D8-4BE823DF3E85}
2701;{A6FC38A0-939E-474B-86B2-50FA3A114ADC};{45584F93-581A-4EF2-B1F5-4973C64F3ACE}
2701;{C58E9296-CBA9-414C-BD3F-7EA4C7DCE3B6};{53F5F162-478F-4FD5-BDC4-083E98D1A3B1}
2701;{71CC5988-57CA-49F4-A988-5E0A9C11BE6B};{8D3FA1DD-9285-4BCE-898E-C17715BF5B32}
2701;{771722F0-ED19-4051-8C3C-8B0B9677E544};{FE454598-5979-4EF2-B583-4291FC48A7F0}
2701;{CCD37DDA-C7D4-4DB7-8926-80603374A292};{0F60B451-0AC7-4441-AEF2-BC183BFAD00B}
2701;{C6AD702B-CFAB-4408-B6DA-7859D14623C2};{C067B9EA-5169-4AFC-B144-3DBEC273EF9F}
2701;{C273B362-9709-4D1D-8D68-D06C55A197E3};{269CC916-B5D1-444E-91AA-670ADFAB0827}
2701;{620752D2-5FAD-4567-82DA-5D4F7DD2EC0D};{21EAAD2A-367B-4D51-8E4D-137C7011A796}
2701;{D886E083-13D3-4FFA-AD54-DB8AC0286DF8};{0E968275-2036-459A-B8EC-A1039EEFA9A7}
2701;{19019BCB-5BFA-4C60-B373-6B26EEC8FE53};{2A018AD3-7FBA-44F0-9884-D7F83DAF1C0D}
2701;{B1D5E0C1-D56A-4A84-A1BB-6D61D6F02534};{C3B29574-7FB9-4494-865F-B6A239D48FE8}
2701;{552A1FDB-C245-4C5E-831E-480AFB2951D5};{7D786E80-38FF-425C-A68F-2F59EF6731C6}
2701;{CF15FD6B-3C86-4A73-A66A-40F365743456};{0CC748EF-077D-4BD3-AC7E-6C3E560932B8}
2701;{D07CCBC2-79C6-48B0-BC7A-15AC52AAF49E};{72301846-8ED6-448B-AB55-A9565B1AFEE1}
2701;{73136F02-3A59-40C1-A244-4DE45E62CE04};{1BC68CB3-277A-4902-AD68-C15CA586EF62}
2701;{E0B5AA30-F5F5-4478-AA2E-84BE5944D312};{8BC9CAC8-C5F2-47E6-9C9A-5DD88C4A70F0}
